Source,Fishing period,Species fishing year start month,Species code,Fishstock Code,Fishstock fishing year start month,Name,TAC allowance,Reported comm. catch (kg),Reported comm. catch (units),TACC (kg),Cust. allow. (kg),Rec. allow. (kg),Target,In QMS
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,4,SCC,SCC8,4,Sea cucumber Central(West),4000,958,,2000,1000,1000,No,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,RBY,RBY9,10,Ruby Fish Auckland(West),19000,928,,19000,0,0,Yes,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,RBY,RBY5,10,Ruby Fish Southland,0,697,,0,0,0,Yes,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,BUT,BUT3,10,Butterfish  South-East(Coast),134000,696,,3000,65000,65000,Yes,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,CDL,CDL9,10,Cardinalfish Auckland(West),4000,665,,4000,0,0,Yes,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,4,DAN,DAN3,4,Ringed Dosinia South-East (Coast),55000,577,,52000,0,0,No,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,PRK,PRK7,10,Prawn Killer Challenger,1000,546,,1000,0,0,No,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,LFE,LFE14,10,Long-finned eel South Canterbury/Waitaki,3000,464,,1000,1000,1000,No,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,SUR,SUR8,10,Kina Central (Egmont),26000,455,,1000,12000,12000,Yes,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,PRK,PRK1,10,Prawn Killer Auckland(East),25700,448,,24500,0,0,No,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,PAD,PAD4,10,Paddle Crab  South-East(Chatham Rise),30000,443,,25000,1000,4000,Yes,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,4,KIC,KIC3,4,King Crab South-East (Coast),10000,432,,10000,0,0,No,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,TRU,TRU8,10,Trumpeter Central(West),1000,387,,1000,0,0,No,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,TRE,TRE3,10,Trevally South East (Coast),,335,,21600,,,Yes,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,LFE,LFE12,10,Long-finned eel North Canterbury/South Marlborough,3000,311,,1000,1000,1000,No,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,PIL,PIL4,10,Pilchards  South-East(Chatham Rise),15000,310,,10000,2000,3000,Yes,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,RBY,RBY3,10,Ruby Fish South-East(Coast),32000,309,,30000,0,0,Yes,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,PAD,PAD7,10,Paddle Crab  Challenger,105000,308,,100000,1000,4000,Yes,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,4,SCC,SCC1A,4,Sea cucumber East Northland,7000,261,,2000,2000,3000,No,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,RIB,RIB8,10,Ribaldo Central(West),1000,244,,1000,0,0,No,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,WWA,WWA1,10,White Warehou Auckland(East),4000,201,,4000,0,0,No,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,YEM,YEM5,10,Yellow Eyed Mullet  Southland,2000,195,,0,1000,1000,Yes,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,POR,POR3,10,"Porae 3,4,5,6, and 7 (Combined)",5000,160,,2000,1000,1000,No,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,4,SCC,SCC5B,4,Sea cucumber Southland and Stewart Island,4000,143,,2000,1000,1000,No,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,KWH,KWH3,10,Knobbed whelk South-East (Coast),5000,142,,3000,1000,1000,No,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,ANC,ANC1,10,Anchovy  Auckland(East),215000,141,,200000,5000,10000,No,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,4,SCC,SCC2A,4,Sea cucumber East Coast and Gisborne,4000,139,,2000,1000,1000,No,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,FRO,FRO6,10,Frostfish Sub-Antartic,11000,137,,11000,0,0,No,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,SNA,SNA3,10,Snapper South East (Coast),,137,,32300,,,Yes,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,MOK,MOK4,10,Blue Moki Chatham Rise,,126,,24545,,,Yes,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,4,DAN,DAN8,4,Ringed Dosinia Central (West),236000,114,,214000,10000,0,No,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,TRU,TRU1,10,Trumpeter Auckland(East),5000,90,,3000,1000,1000,No,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,GMU,GMU7,10,Grey Mullet Challenger / Central (Plateau),,82,,20000,,,Yes,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,4,SCC,SCC4,4,Sea cucumber South-East (Chatham Rise),4000,77,,2000,1000,1000,No,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,ELE,ELE1,10,Elephant Fish 1 & 9 Combined,,69,,10100,,,No,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,4,KIC,KIC4,4,King Crab South-East (Chatham Rise),10000,63,,10000,0,0,No,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,4,SCC,SCC9,4,Sea cucumber Auckland(West),4000,63,,2000,1000,1000,No,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,ANC,ANC7,10,Anchovy  Challenger,115000,62,,100000,5000,10000,No,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,YEM,YEM7,10,Yellow Eyed Mullet  Challenger,20000,50,,5000,5000,10000,Yes,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,SCI,SCI5,10,Scampi Southland,42000,44,,40000,0,0,Yes,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,BYX,BYX8,10,Alfonsino Central (Egmont),,43,,20000,,,Yes,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,4,HOR,HOR7,4,Horse Mussel Challenger,50000,40,,16000,1000,1000,No,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,4,KIC,KIC5,4,King Crab Southland,10000,33,,10000,0,0,No,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,YEM,YEM8,10,Yellow Eyed Mullet  Central(West),18000,33,,3000,5000,10000,Yes,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,GLM,GLM1,10,Green-lipped mussel Auckland (East),415000,30,,10000,243000,162000,Yes,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,SQU,SQU10T,10,"Arrow squid Kermadec, All methods",,26,,10000,,,Yes,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,KIN,KIN4,10,Kingfish South-East(Chatham Rise),3000,25,,1000,1000,1000,No,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,4,MDI,MDI7,4,Trough Shell Challenger,26000,25,,26000,,,No,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,RBY,RBY8,10,Ruby Fish Central(West),6000,22,,6000,0,0,Yes,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,SQU,SQU1J,10,"Arrow squid All NZ waters except 6T & 10T, Jigging",5030000,22,,5000000,10000,10000,Yes,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,PIL,PIL2,10,Pilchards  Central(East),215000,21,,200000,5000,10000,Yes,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,KWH,KWH4,10,Knobbed whelk South-East (Chatham Rise),8000,20,,6000,1000,1000,No,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,YEM,YEM2,10,Yellow Eyed Mullet  Central(East),14000,20,,2000,4000,8000,Yes,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,4,HOR,HOR3,4,Horse Mussel South-East (Coast),8000,17,,2000,1000,1000,No,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,TRU,TRU9,10,Trumpeter Auckland(West),0,17,,0,0,0,No,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,4,CHC,CHC1,4,Red crab Auckland (East),10000,16,,10000,0,0,No,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,4,KIC,KIC2,4,King Crab Central (East),10000,16,,10000,0,0,No,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,KWH,KWH8,10,Knobbed whelk Central (West),3000,14,,1000,1000,1000,No,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,4,CHC,CHC3,4,Red crab South-East (Coast),4000,12,,4000,0,0,No,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,SCI,SCI6B,10,Scampi Part Sub-Antarctic,53000,11,,50000,0,0,Yes,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,SUR,SUR3,10,Kina South-East (Coast),42000,8,,21000,10000,10000,Yes,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,4,KIC,KIC1,4,King Crab Auckland(East),10000,7,,10000,0,0,No,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,PRK,PRK2,10,Prawn Killer Central(East),3700,7,,3500,0,0,No,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,SCI,SCI9,10,Scampi Auckland (West),37000,7,,35000,0,0,Yes,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,SPO,SPO10,10,Rig Kermadec,,6,,10000,,,Yes,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,4,GSC,GSC1,4,"Giant Spider Crab 1, 2, 7, 8 and 9 (Combined)",1000,5,,1000,0,0,No,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,4,KIC,KIC9,4,King Crab Auckland (West),10000,5,,10000,0,0,No,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,4,CHC,CHC2,4,Red crab Central (East),10000,4,,10000,0,0,No,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,GAR,GAR7,10,Garfish  Challenger,23000,3,,8000,5000,10000,Yes,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,4,KIC,KIC7,4,King Crab Challenger,10000,3,,10000,0,0,No,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,SPR,SPR1,10,"Sprats Auckland(East), Central(East), Central(West), Auckland(West)",100000,3,,70000,10000,20000,No,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,GMU,GMU2,10,Grey Mullet Central (East) & (Egmont) combined,,2,,20100,,,Yes,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,GMU,GMU3,10,"Grey Mullet 3, 4, 5 & 6 combined",,2,,30000,,,Yes,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,PAD,PAD5,10,Paddle Crab  Southland,55000,2,,50000,1000,4000,Yes,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,TRU,TRU6,10,Trumpeter Sub-Antartic,0,2,,0,0,0,No,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,KWH,KWH1,10,Knobbed whelk Auckland (East),3000,1,,1000,1000,1000,No,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,PRK,PRK3,10,Prawn Killer South East Coast and Western Chatham Islands,1000,1,,1000,0,0,No,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,PRK,PRK4A,10,Prawn killer Chatham Islands East,1000,1,,1000,0,0,No,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,YEM,YEM10,10,Yellow Eyed Mullet  Kermadec,0,1,,0,0,0,Yes,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,ANC,ANC10,10,Anchovy  Kermadec,0,,,0,,,No,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,ANC,ANC2,10,Anchovy  Central(East),115000,,,100000,5000,10000,No,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,ANC,ANC3,10,"Anchovy South-East(Coast), Southland, Sub-Antartic",53000,,,50000,1000,2000,No,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,ANC,ANC4,10,Anchovy  South-East(Chatham Rise),15000,,,10000,2000,3000,No,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,ANC,ANC8,10,"Anchovy Central(West), Auckland(West)",115000,,,100000,5000,10000,No,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,BAR,BAR10,10,Barracouta Kermadec,,,,10000,,,Yes,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,BCO,BCO10,10,Blue Cod Kermadec,,,,10000,,,Yes,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,BNS,BNS10,10,Bluenose Kermadec,,,,10000,,,Yes,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,BUT,BUT10,10,Butterfish  Kermadec,0,,,0,,,Yes,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,BUT,BUT4,10,Butterfish  South-East(Chatham Rise),18000,,,10000,4000,4000,Yes,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,BUT,BUT6,10,Butterfish  Sub-Antarctic,0,,,0,,,Yes,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,4,BYA,BYA1,4,Frilled Venus Shell Auckland (East),1000,,,1000,,,No,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,4,BYA,BYA2,4,Frilled Venus Shell Central (East),1000,,,1000,,,No,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,4,BYA,BYA3,4,Frilled Venus Shell South-East (Coast),1000,,,1000,,,No,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,4,BYA,BYA4,4,Frilled Venus Shell South-East (Chatham Rise),1000,,,1000,,,No,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,4,BYA,BYA5,4,Frilled Venus Shell Southland,1000,,,1000,,,No,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,4,BYA,BYA7,4,Frilled Venus Shell Challenger,9000,,,9000,,,No,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,4,BYA,BYA8,4,Frilled Venus Shell Central (West),1000,,,1000,,,No,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,4,BYA,BYA9,4,Frilled Venus Shell Auckland(West),1000,,,1000,,,No,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,BYX,BYX10,10,Alfonsino Kermadec,,,,10000,,,Yes,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,CDL,CDL10,10,Cardinalfish Kermadec,0,,,0,0,0,Yes,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,CDL,CDL8,10,Cardinalfish Central(West),0,,,0,0,0,Yes,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,4,CHC,CHC10,4,Red crab Kermadec,0,,,0,0,0,No,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,4,CHC,CHC4,4,Red crab South-East (Chatham Rise),4000,,,4000,0,0,No,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,4,CHC,CHC5,4,Red crab Southland,4000,,,4000,0,0,No,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,4,CHC,CHC6,4,Red crab Sub-Antarctic,4000,,,4000,0,0,No,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,4,CHC,CHC7,4,Red crab Challenger,4000,,,4000,0,0,No,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,4,CHC,CHC8,4,Red crab Central (West),4000,,,4000,0,0,No,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,4,CHC,CHC9,4,Red crab Auckland (West),4000,,,4000,0,0,No,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,COC,COC1A,10,Cockle Whangarei Harbour cockle fishery,400000,,,346000,25000,25000,Yes,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,COC,COC1B,10,Cockle East Northland,46000,,,0,22000,22000,Yes,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,COC,COC1C,10,Cockle Hauraki Gulf and Bay of Plenty,72000,,,5000,32000,32000,Yes,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,COC,COC2,10,Cockle Central (East),5000,,,0,2000,2000,Yes,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,COC,COC3B,10,Cockle Part South East (Coast),58000,,,1000,27000,27000,Yes,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,COC,COC4,10,Cockle South-East (Chatham Rise),3000,,,0,1000,1000,Yes,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,COC,COC5,10,Cockle Southland and Sub-Antarctic (Combined),7000,,,2000,2000,2000,Yes,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,COC,COC7B,10,Cockle Marlborough cockle fishery,10000,,,0,5000,5000,Yes,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,COC,COC7C,10,Cockle Part Challenger,7000,,,0,3000,3000,Yes,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,COC,COC8,10,Cockle Central (Egmont),3000,,,0,1000,1000,Yes,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,COC,COC9,10,Cockle Auckland (West),13000,,,0,6000,6000,Yes,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,4,CRA,CRA10,4,Spiny red rock lobster Kermadec,,,,86,,,Yes,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,4,DAN,DAN1,4,Ringed Dosinia Auckland (East),7000,,,7000,,,No,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,4,DAN,DAN2,4,Ringed Dosinia Central (East),64000,,,61000,0,0,No,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,4,DAN,DAN4,4,Ringed Dosinia South-East(Chatham Rise),1000,,,1000,,,No,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,4,DAN,DAN5,4,Ringed Dosinia Southland,1000,,,1000,,,No,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,4,DAN,DAN9,4,Ringed Dosinia Auckland (West),33000,,,33000,,,No,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,4,DSU,DSU1,4,Silky dosinia Auckland (East),1000,,,1000,,,No,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,4,DSU,DSU2,4,Silky dosinia Central (East),1000,,,1000,,,No,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,4,DSU,DSU3,4,Silky dosinia South-East (Coast),1000,,,1000,,,No,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,4,DSU,DSU4,4,Silky dosinia South-East (Chatham Rise),1000,,,1000,,,No,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,4,DSU,DSU5,4,Silky dosinia Southland,1000,,,1000,,,No,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,4,DSU,DSU7,4,Silky dosinia Challenger,1000,,,1000,,,No,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,4,DSU,DSU8,4,Silky dosinia Central (West),1000,,,1000,,,No,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,4,DSU,DSU9,4,Silky dosinia Auckland (West),1000,,,1000,,,No,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,ELE,ELE10,10,Elephant Fish Kermadec,,,,10000,,,No,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,EMA,EMA10,10,Blue Mackerel Kermadec,0,,,0,,,Yes,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,FLA,FLA10,10,Flatfish Kermadec,,,,10000,,,Yes,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,FRO,FRO10,10,Frostfish Kermadec,0,,,0,0,0,No,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,GAR,GAR10,10,Garfish  Kermadec,0,,,0,,,Yes,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,GAR,GAR2,10,Garfish  Central(East),17000,,,5000,4000,8000,Yes,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,GAR,GAR3,10,"Garfish South-East(Coast), Southland, Sub-Antarctic",8000,,,5000,1000,2000,Yes,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,GAR,GAR4,10,Garfish  South-East(Chatham Rise),4000,,,2000,1000,1000,Yes,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,GAR,GAR8,10,"Garfish Central(West), Auckland(West)",17000,,,5000,4000,8000,Yes,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,GLM,GLM10,10,Green-lipped mussel Kermadec,0,,,0,0,0,Yes,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,GLM,GLM2,10,Green-lipped mussel Central (East),35000,,,10000,15000,10000,Yes,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,GLM,GLM3,10,"Green-lipped mussel 3, 4, 5, and 6 (Combined)",155000,,,10000,87000,58000,Yes,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,GLM,GLM7A,10,Green-lipped mussel Nelson/Marlborough,1548000,,,1500000,29000,19000,Yes,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,GLM,GLM7B,10,Green-lipped mussel West Coast,23000,,,10000,8000,5000,Yes,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,GLM,GLM8,10,Green-lipped mussel Central (Egmont),43000,,,0,26000,17000,Yes,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,GMU,GMU10,10,Grey Mullet Kermadec,,,,10000,,,Yes,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,4,GSC,GSC10,4,Giant Spider Crab Kermadec,0,,,0,0,0,No,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,GSH,GSH10,10,Ghost Shark Kermadec,0,,,0,0,0,No,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,GUR,GUR10,10,Gurnard Kermadec,,,,10000,,,Yes,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,HAK,HAK10,10,Hake Kermadec,,,,10000,,,Yes,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,HOK,HOK10,10,Hoki Kermadec,,,,10000,,,Yes,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,4,HOR,HOR1,4,Horse Mussel Auckland (East),14000,,,4000,1000,1000,No,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,4,HOR,HOR10,4,Horse Mussel Kermadec,0,,,0,0,0,No,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,4,HOR,HOR2,4,Horse Mussel Central (East),8000,,,2000,1000,1000,No,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,4,HOR,HOR4,4,Horse Mussel South-East(Chatham Rise),5000,,,1000,1000,1000,No,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,4,HOR,HOR5,4,Horse Mussel Southland,5000,,,1000,1000,1000,No,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,4,HOR,HOR6,4,Horse Mussel Sub-Antarctic,5000,,,1000,1000,1000,No,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,4,HOR,HOR8,4,Horse Mussel Central (West),5000,,,1000,1000,1000,No,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,4,HOR,HOR9,4,Horse Mussel Auckland (West),5000,,,1000,1000,1000,No,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,HPB,HPB10,10,Hapuku & Bass Kermadec,,,,10000,,,Yes,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,JDO,JDO10,10,John Dory Kermadec,,,,10000,,,Yes,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,JMA,JMA10,10,Jack mackerel Kermadec,,,,10000,,,Yes,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,KAH,KAH10,10,Kahawai Kermadec,14000,0,,9000,1000,4000,Yes,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,KAH,KAH4,10,Kahawai South-East (Chatham Rise),14000,,,9000,1000,4000,Yes,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,KBB,KBB4G,10,Bladder Kelp (Attached) South-East (Chatham Rise),274000,,,272800,100,100,No,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,4,KIC,KIC10,4,King Crab Kermadec,0,,,0,0,0,No,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,4,KIC,KIC8,4,King Crab Central (West),10000,,,10000,0,0,No,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,KIN,KIN10,10,Kingfish Kermadec,2000,,,1000,0,1000,No,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,KWH,KWH2,10,Knobbed whelk Central (East),3000,,,1000,1000,1000,No,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,KWH,KWH5,10,Knobbed whelk Southland,3000,,,1000,1000,1000,No,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,KWH,KWH6,10,Knobbed whelk Sub-Antarctic,4000,,,2000,1000,1000,No,Yes
