"","species","fishing_year","avg_price","wt_ace_2","wt_ace_1"
"950","Red Cod","2018",0.6055156954,0.15137892385,0.45413677155
"951","Red Cod","2019",0.5960202854,0.14900507135,0.44701521405
"952","Red Cod","2020",0.6665875538,0.16664688845,0.49994066535
"953","Red Cod","2021",0.6841359058,0.17103397645,0.51310192935
"954","Red crab","2008",3,0.75,2.25
"955","Red crab","2009",3,0.75,2.25
"956","Red crab","2010",3.62,0.905,2.715
"957","Red crab","2011",3.63,0.9075,2.7225
"958","Red crab","2012",3.6,0.9,2.7
"959","Red crab","2013",3.6,0.9,2.7
"960","Red crab","2014",0.2,0.05,0.15
"961","Red crab","2015",0.2,0.05,0.15
"962","Red crab","2016",0.2,0.05,0.15
"963","Red crab","2017",0.2,0.05,0.15
"964","Red crab","2018",0.2,0.05,0.15
"965","Red crab","2019",0.2,0.05,0.15
"966","Red crab","2020",0.2,0.05,0.15
"967","Red crab","2021",0.2,0.05,0.15
"968","Red Snapper","2008",7.64,1.91,5.73
"969","Red Snapper","2009",7.64,1.91,5.73
"970","Red Snapper","2010",7.35333333333333,1.83833333333333,5.515
"971","Red Snapper","2011",6.69333333333333,1.67333333333333,5.02
"972","Red Snapper","2012",6.64,1.66,4.98
"973","Red Snapper","2013",6.91,1.7275,5.1825
"974","Red Snapper","2014",6.91,1.7275,5.1825
"975","Red Snapper","2015",6.64666666666667,1.66166666666667,4.985
"976","Red Snapper","2016",7.30666666666667,1.82666666666667,5.48
"977","Red Snapper","2017",7.99,1.9975,5.9925
"978","Red Snapper","2018",6.25466284,1.56366571,4.69099713
"979","Red Snapper","2019",6.554448434,1.6386121085,4.9158363255
"980","Red Snapper","2020",7.37354099833333,1.84338524958333,5.53015574875
"981","Red Snapper","2021",7.147149884,1.786787471,5.360362413
"982","Ribaldo","2008",0.538,0.1345,0.4035
"983","Ribaldo","2009",0.538,0.1345,0.4035
"984","Ribaldo","2010",0.84,0.21,0.63
"985","Ribaldo","2011",0.817,0.20425,0.61275
"986","Ribaldo","2012",0.808,0.202,0.606
"987","Ribaldo","2013",0.79,0.1975,0.5925
"988","Ribaldo","2014",0.792,0.198,0.594
"989","Ribaldo","2015",0.922,0.2305,0.6915
"990","Ribaldo","2016",0.919,0.22975,0.68925
"991","Ribaldo","2017",0.856,0.214,0.642
"992","Ribaldo","2018",0.9678298515,0.241957462875,0.725872388625
"993","Ribaldo","2019",0.8356458605,0.208911465125,0.626734395375
"994","Ribaldo","2020",0.935367621,0.23384190525,0.70152571575
"995","Ribaldo","2021",0.8695426394,0.21738565985,0.65215697955
"996","Rig","2008",3.91333333333333,0.978333333333333,2.935
"997","Rig","2009",3.91333333333333,0.978333333333333,2.935
"998","Rig","2010",3.65,0.9125,2.7375
"999","Rig","2011",3.69166666666667,0.922916666666667,2.76875
"1000","Rig","2012",3.66166666666667,0.915416666666667,2.74625
"1001","Rig","2013",3.63333333333333,0.908333333333333,2.725
"1002","Rig","2014",3.57833333333333,0.894583333333333,2.68375
"1003","Rig","2015",3.61,0.9025,2.7075
"1004","Rig","2016",3.68166666666667,0.920416666666667,2.76125
"1005","Rig","2017",3.645,0.91125,2.73375
"1006","Rig","2018",3.899556597,0.97488914925,2.92466744775
"1007","Rig","2019",3.45682581833333,0.864206454583333,2.59261936375
"1008","Rig","2020",3.70722233983333,0.926805584958333,2.780416754875
"1009","Rig","2021",4.22799234,1.056998085,3.170994255
"1010","Rough Skate","2008",0.42,0.105,0.315
"1011","Rough Skate","2009",0.42,0.105,0.315
"1012","Rough Skate","2010",0.56,0.14,0.42
"1013","Rough Skate","2011",0.616,0.154,0.462
"1014","Rough Skate","2012",0.614,0.1535,0.4605
"1015","Rough Skate","2013",0.522,0.1305,0.3915
"1016","Rough Skate","2014",0.548,0.137,0.411
"1017","Rough Skate","2015",0.44,0.11,0.33
"1018","Rough Skate","2016",0.454,0.1135,0.3405
"1019","Rough Skate","2017",0.404,0.101,0.303
"1020","Rough Skate","2018",0.3990651678,0.09976629195,0.29929887585
"1021","Rough Skate","2019",0.4024904162,0.10062260405,0.30186781215
"1022","Rough Skate","2020",0.5004176092,0.1251044023,0.3753132069
"1023","Rough Skate","2021",0.5676913274,0.14192283185,0.42576849555
"1024","Ruby Fish","2008",0.5625,0.140625,0.421875
"1025","Ruby Fish","2009",0.5625,0.140625,0.421875
"1026","Ruby Fish","2010",0.87625,0.2190625,0.6571875
"1027","Ruby Fish","2011",1.0625,0.265625,0.796875
"1028","Ruby Fish","2012",1.07,0.2675,0.8025
"1029","Ruby Fish","2013",1.14,0.285,0.855
"1030","Ruby Fish","2014",1.051,0.26275,0.78825
"1031","Ruby Fish","2015",0.949,0.23725,0.71175
"1032","Ruby Fish","2016",0.916,0.229,0.687
"1033","Ruby Fish","2017",0.924,0.231,0.693
"1034","Ruby Fish","2018",0.9186822369,0.229670559225,0.689011677675
"1035","Ruby Fish","2019",0.7364076021,0.184101900525,0.552305701575
"1036","Ruby Fish","2020",0.7842401309,0.196060032725,0.588180098175
"1037","Ruby Fish","2021",0.8600256054,0.21500640135,0.64501920405
"1038","Scallop","2008",14.4230769230769,3.60576923076923,10.8173076923077
"1039","Scallop","2009",14.4230769230769,3.60576923076923,10.8173076923077
"1040","Scallop","2010",17.5876923076923,4.39692307692308,13.1907692307692
"1041","Scallop","2011",15.9684615384615,3.99211538461538,11.9763461538462
"1042","Scallop","2012",15.8392307692308,3.95980769230769,11.8794230769231
"1043","Scallop","2013",15.8392307692308,3.95980769230769,11.8794230769231
"1044","Scallop","2014",15.8392307692308,3.95980769230769,11.8794230769231
"1045","Scallop","2015",15.8392307692308,3.95980769230769,11.8794230769231
"1046","Scallop","2016",15.8392307692308,3.95980769230769,11.8794230769231
"1047","Scallop","2017",15.8392307692308,3.95980769230769,11.8794230769231
"1048","Scallop","2018",15.8392307692308,3.95980769230769,11.8794230769231
"1049","Scallop","2019",15.8392307692308,3.95980769230769,11.8794230769231
"1050","Scallop","2020",15.8392307692308,3.95980769230769,11.8794230769231
"1051","Scallop","2021",15.8392307692308,3.95980769230769,11.8794230769231
"1052","Scampi","2008",18.66,4.665,13.995
"1053","Scampi","2009",18.66,4.665,13.995
"1054","Scampi","2010",22.51,5.6275,16.8825
"1055","Scampi","2011",13.7290909090909,3.43227272727273,10.2968181818182
"1056","Scampi","2012",13.8590909090909,3.46477272727273,10.3943181818182
"1057","Scampi","2013",13.8590909090909,3.46477272727273,10.3943181818182
"1058","Scampi","2014",13.8590909090909,3.46477272727273,10.3943181818182
"1059","Scampi","2015",13.8836363636364,3.47090909090909,10.4127272727273
"1060","Scampi","2016",13.8836363636364,3.47090909090909,10.4127272727273
"1061","Scampi","2017",15.9945454545455,3.99863636363636,11.9959090909091
"1062","Scampi","2018",15.46909767,3.8672744175,11.6018232525
"1063","Scampi","2019",15.46909767,3.8672744175,11.6018232525
"1064","Scampi","2020",15.46909767,3.8672744175,11.6018232525
"1065","Scampi","2021",14.3328354981818,3.58320887454545,10.7496266236364
"1066","School Shark","2008",2.19625,0.5490625,1.6471875
"1067","School Shark","2009",2.19625,0.5490625,1.6471875
"1068","School Shark","2010",2.13375,0.5334375,1.6003125
"1069","School Shark","2011",2.1975,0.549375,1.648125
"1070","School Shark","2012",2.18,0.545,1.635
"1071","School Shark","2013",2.25,0.5625,1.6875
"1072","School Shark","2014",2.4375,0.609375,1.828125
"1073","School Shark","2015",2.34125,0.5853125,1.7559375
"1074","School Shark","2016",2.415,0.60375,1.81125
"1075","School Shark","2017",2.1825,0.545625,1.636875
"1076","School Shark","2018",2.1236352365,0.530908809125,1.592726427375
"1077","School Shark","2019",2.285493760625,0.57137344015625,1.71412032046875
"1078","School Shark","2020",2.215811529125,0.55395288228125,1.66185864684375
"1079","School Shark","2021",2.864522447125,0.71613061178125,2.14839183534375
"1080","Sea Cucumber","2008",1,0.25,0.75
"1081","Sea Cucumber","2009",1,0.25,0.75
"1082","Sea Cucumber","2010",1.21,0.3025,0.9075
"1083","Sea Cucumber","2011",1.21,0.3025,0.9075
"1084","Sea Cucumber","2012",1.2,0.3,0.9
"1085","Sea Cucumber","2013",1.2,0.3,0.9
"1086","Sea Cucumber","2014",1.2,0.3,0.9
"1087","Sea Cucumber","2015",1.2,0.3,0.9
"1088","Sea Cucumber","2016",1.49666666666667,0.374166666666667,1.1225
"1089","Sea Cucumber","2017",1.49666666666667,0.374166666666667,1.1225
"1090","Sea Cucumber","2018",1.49668525186667,0.374171312966667,1.1225139389
"1091","Sea Cucumber","2019",1.49668525186667,0.374171312966667,1.1225139389
"1092","Sea Cucumber","2020",1.49668525186667,0.374171312966667,1.1225139389
"1093","Sea Cucumber","2021",2.08335191853333,0.520837979633333,1.5625139389
"1094","Sea Perch","2008",0.525,0.13125,0.39375
"1095","Sea Perch","2009",0.525,0.13125,0.39375
"1096","Sea Perch","2010",0.798,0.1995,0.5985
"1097","Sea Perch","2011",0.899,0.22475,0.67425
"1098","Sea Perch","2012",0.613,0.15325,0.45975
"1099","Sea Perch","2013",0.737,0.18425,0.55275
"1100","Sea Perch","2014",0.748,0.187,0.561
"1101","Sea Perch","2015",0.887,0.22175,0.66525
"1102","Sea Perch","2016",0.786,0.1965,0.5895
"1103","Sea Perch","2017",0.547,0.13675,0.41025
"1104","Sea Perch","2018",0.5313262805,0.132831570125,0.398494710375
"1105","Sea Perch","2019",0.6231941138,0.15579852845,0.46739558535
"1106","Sea Perch","2020",0.8194134781,0.204853369525,0.614560108575
"1107","Sea Perch","2021",0.6937893626,0.17344734065,0.52034202195
"1108","Seal Shark","2008",2.05,0.5125,1.5375
"1109","Seal Shark","2009",2.05,0.5125,1.5375
"1110","Seal Shark","2010",0.78,0.195,0.585
"1111","Seal Shark","2011",0.63,0.1575,0.4725
"1112","Seal Shark","2012",3.60285714285714,0.900714285714286,2.70214285714286
"1113","Seal Shark","2013",2.35222222222222,0.588055555555556,1.76416666666667
"1114","Seal Shark","2014",2.18222222222222,0.545555555555556,1.63666666666667
"1115","Seal Shark","2015",2.18222222222222,0.545555555555556,1.63666666666667
"1116","Seal Shark","2016",5.17,1.2925,3.8775
"1117","Seal Shark","2017",NA,NA,NA
"1118","Seal Shark","2018",1.11,0.2775,0.8325
"1119","Seal Shark","2019",1.114002032,0.278500508,0.835501524
"1120","Seal Shark","2020",1.114002032,0.278500508,0.835501524
"1121","Seal Shark","2021",0.06,0.015,0.045
"1122","Short finned eel","2008",3.5,0.875,2.625
"1123","Short finned eel","2009",3.5,0.875,2.625
"1124","Short finned eel","2010",4,1,3
"1125","Short finned eel","2011",4.34,1.085,3.255
"1126","Short finned eel","2012",4.31,1.0775,3.2325
"1127","Short finned eel","2013",4.31,1.0775,3.2325
"1128","Short finned eel","2014",4.31,1.0775,3.2325
"1129","Short finned eel","2015",4.31,1.0775,3.2325
"1130","Short finned eel","2016",4.31,1.0775,3.2325
"1131","Short finned eel","2017",5.37666666666667,1.34416666666667,4.0325
"1132","Short finned eel","2018",5.05650757383333,1.26412689345833,3.792380680375
"1133","Short finned eel","2019",5.376698629,1.34417465725,4.03252397175
"1134","Short finned eel","2020",5.376698629,1.34417465725,4.03252397175
"1135","Short finned eel","2021",5.376698629,1.34417465725,4.03252397175
"1136","Shortfinned eel","2008",3.87,0.9675,2.9025
"1137","Shortfinned eel","2009",3.87,0.9675,2.9025
"1138","Shortfinned eel","2010",4.938,1.2345,3.7035
"1139","Shortfinned eel","2011",5.106,1.2765,3.8295
"1140","Shortfinned eel","2012",5.37,1.3425,4.0275
"1141","Shortfinned eel","2013",5.37,1.3425,4.0275
"1142","Shortfinned eel","2014",5.988,1.497,4.491
"1143","Shortfinned eel","2015",5.552,1.388,4.164
"1144","Shortfinned eel","2016",5.552,1.388,4.164
"1145","Shortfinned eel","2017",5.69,1.4225,4.2675
"1146","Shortfinned eel","2018",5.6913172782,1.42282931955,4.26848795865
"1147","Shortfinned eel","2019",5.3471470148,1.3367867537,4.0103602611
"1148","Shortfinned eel","2020",5.3663521334,1.34158803335,4.02476410005
"1149","Shortfinned eel","2021",5.3663521334,1.34158803335,4.02476410005
"1150","Silver Warehou","2008",1.36,0.34,1.02
"1151","Silver Warehou","2009",1.36,0.34,1.02
"1152","Silver Warehou","2010",1.16,0.29,0.87
"1153","Silver Warehou","2011",0.9925,0.248125,0.744375
"1154","Silver Warehou","2012",0.8825,0.220625,0.661875
"1155","Silver Warehou","2013",0.8075,0.201875,0.605625
"1156","Silver Warehou","2014",0.8075,0.201875,0.605625
"1157","Silver Warehou","2015",0.7825,0.195625,0.586875
"1158","Silver Warehou","2016",0.745,0.18625,0.55875
"1159","Silver Warehou","2017",0.7575,0.189375,0.568125
"1160","Silver Warehou","2018",0.765239158,0.1913097895,0.5739293685
"1161","Silver Warehou","2019",0.7789348665,0.194733716625,0.584201149875
"1162","Silver Warehou","2020",0.7758535775,0.193963394375,0.581890183125
"1163","Silver Warehou","2021",0.83811048375,0.2095276209375,0.6285828628125
"1164","Skipjacktuna","2008",0.68,0.17,0.51
"1165","Skipjacktuna","2009",0.68,0.17,0.51
"1166","Skipjacktuna","2010",0.51,0.1275,0.3825
"1167","Skipjacktuna","2011",0.53,0.1325,0.3975
"1168","Skipjacktuna","2012",0.54,0.135,0.405
"1169","Skipjacktuna","2013",1.64,0.41,1.23
"1170","Skipjacktuna","2014",0.5,0.125,0.375
"1171","Skipjacktuna","2015",0.5,0.125,0.375
"1172","Skipjacktuna","2016",0.5,0.125,0.375
"1173","Skipjacktuna","2017",0.47,0.1175,0.3525
"1174","Skipjacktuna","2018",0.46,0.115,0.345
"1175","Skipjacktuna","2019",0.463152367,0.11578809175,0.34736427525
"1176","Skipjacktuna","2020",0.463152367,0.11578809175,0.34736427525
"1177","Skipjacktuna","2021",0.463152367,0.11578809175,0.34736427525
"1178","Smooth Skate","2008",0.356,0.089,0.267
"1179","Smooth Skate","2009",0.356,0.089,0.267
"1180","Smooth Skate","2010",0.538,0.1345,0.4035
"1181","Smooth Skate","2011",0.522,0.1305,0.3915
"1182","Smooth Skate","2012",0.522,0.1305,0.3915
"1183","Smooth Skate","2013",0.494,0.1235,0.3705
"1184","Smooth Skate","2014",0.484,0.121,0.363
"1185","Smooth Skate","2015",0.416,0.104,0.312
"1186","Smooth Skate","2016",0.406,0.1015,0.3045
"1187","Smooth Skate","2017",0.396,0.099,0.297
"1188","Smooth Skate","2018",0.3692133112,0.0923033278,0.2769099834
"1189","Smooth Skate","2019",0.3660911384,0.0915227846,0.2745683538
"1190","Smooth Skate","2020",0.4598656648,0.1149664162,0.3448992486
"1191","Smooth Skate","2021",0.391961822,0.0979904555,0.2939713665
"1192","Snapper","2008",5.00666666666667,1.25166666666667,3.755
"1193","Snapper","2009",5.00666666666667,1.25166666666667,3.755
"1194","Snapper","2010",5.30166666666667,1.32541666666667,3.97625
"1195","Snapper","2011",5.54833333333333,1.38708333333333,4.16125
"1196","Snapper","2012",5.51666666666667,1.37916666666667,4.1375
"1197","Snapper","2013",5.67666666666667,1.41916666666667,4.2575
"1198","Snapper","2014",5.61333333333333,1.40333333333333,4.21
"1199","Snapper","2015",5.85333333333333,1.46333333333333,4.39
"1200","Snapper","2016",5.94,1.485,4.455
"1201","Snapper","2017",4.83666666666667,1.20916666666667,3.6275
"1202","Snapper","2018",4.70764356883333,1.17691089220833,3.530732676625
"1203","Snapper","2019",5.28622271566667,1.32155567891667,3.96466703675
"1204","Snapper","2020",5.39182064633333,1.34795516158333,4.04386548475
"1205","Snapper","2021",5.51370066,1.378425165,4.135275495
"1206","Southern Blue Whiting","2008",0.35,0.0875,0.2625
"1207","Southern Blue Whiting","2009",0.35,0.0875,0.2625
"1208","Southern Blue Whiting","2010",0.766,0.1915,0.5745
"1209","Southern Blue Whiting","2011",0.522,0.1305,0.3915
"1210","Southern Blue Whiting","2012",0.522,0.1305,0.3915
"1211","Southern Blue Whiting","2013",0.546,0.1365,0.4095
"1212","Southern Blue Whiting","2014",0.546,0.1365,0.4095
"1213","Southern Blue Whiting","2015",0.546,0.1365,0.4095
"1214","Southern Blue Whiting","2016",0.546,0.1365,0.4095
"1215","Southern Blue Whiting","2017",0.494,0.1235,0.3705
"1216","Southern Blue Whiting","2018",0.494,0.1235,0.3705
"1217","Southern Blue Whiting","2019",0.494,0.1235,0.3705
"1218","Southern Blue Whiting","2020",0.494,0.1235,0.3705
"1219","Southern Blue Whiting","2021",0.494,0.1235,0.3705
"1220","Southern Bluefin Tuna","2008",26.07,6.5175,19.5525
"1221","Southern Bluefin Tuna","2009",26.07,6.5175,19.5525
"1222","Southern Bluefin Tuna","2010",31.45,7.8625,23.5875
"1223","Southern Bluefin Tuna","2011",31.56,7.89,23.67
"1224","Southern Bluefin Tuna","2012",31.31,7.8275,23.4825
"1225","Southern Bluefin Tuna","2013",31.31,7.8275,23.4825
"1226","Southern Bluefin Tuna","2014",13.03,3.2575,9.7725
"1227","Southern Bluefin Tuna","2015",10.91,2.7275,8.1825
"1228","Southern Bluefin Tuna","2016",12.37,3.0925,9.2775
"1229","Southern Bluefin Tuna","2017",8.99,2.2475,6.7425
"1230","Southern Bluefin Tuna","2018",8.347509968,2.086877492,6.260632476
"1231","Southern Bluefin Tuna","2019",6.077552356,1.519388089,4.558164267
"1232","Southern Bluefin Tuna","2020",8.211288655,2.05282216375,6.15846649125
"1233","Southern Bluefin Tuna","2021",6.119852924,1.529963231,4.589889693
"1234","Spiny Dogfish","2008",0.562857142857143,0.140714285714286,0.422142857142857
"1235","Spiny Dogfish","2009",0.562857142857143,0.140714285714286,0.422142857142857
"1236","Spiny Dogfish","2010",0.59,0.1475,0.4425
"1237","Spiny Dogfish","2011",0.291428571428571,0.0728571428571429,0.218571428571429
"1238","Spiny Dogfish","2012",0.291428571428571,0.0728571428571429,0.218571428571429
"1239","Spiny Dogfish","2013",0.231428571428571,0.0578571428571429,0.173571428571429
"1240","Spiny Dogfish","2014",0.231428571428571,0.0578571428571429,0.173571428571429
"1241","Spiny Dogfish","2015",0.231428571428571,0.0578571428571429,0.173571428571429
"1242","Spiny Dogfish","2016",0.262857142857143,0.0657142857142857,0.197142857142857
"1243","Spiny Dogfish","2017",0.282857142857143,0.0707142857142857,0.212142857142857
"1244","Spiny Dogfish","2018",0.283094827,0.07077370675,0.21232112025
"1245","Spiny Dogfish","2019",0.283094827,0.07077370675,0.21232112025
"1246","Spiny Dogfish","2020",0.259380233142857,0.0648450582857143,0.194535174857143
"1247","Spiny Dogfish","2021",0.259380233142857,0.0648450582857143,0.194535174857143
"1248","Sprats","2008",1,0.25,0.75
"1249","Sprats","2009",1,0.25,0.75
"1250","Sprats","2010",1.21,0.3025,0.9075
"1251","Sprats","2011",1.21,0.3025,0.9075
"1252","Sprats","2012",1.2,0.3,0.9
"1253","Sprats","2013",1.2,0.3,0.9
"1254","Sprats","2014",1.2,0.3,0.9
"1255","Sprats","2015",1.2,0.3,0.9
"1256","Sprats","2016",1.2,0.3,0.9
"1257","Sprats","2017",1.2,0.3,0.9
"1258","Sprats","2018",1.2,0.3,0.9
"1259","Sprats","2019",1.2,0.3,0.9
"1260","Sprats","2020",1.2,0.3,0.9
"1261","Sprats","2021",1.2,0.3,0.9
"1262","Squid","2008",0.775,0.19375,0.58125
"1263","Squid","2009",0.775,0.19375,0.58125
"1264","Squid","2010",1.0725,0.268125,0.804375
"1265","Squid","2011",1.15,0.2875,0.8625
"1266","Squid","2012",1.14,0.285,0.855
"1267","Squid","2013",1.1825,0.295625,0.886875
"1268","Squid","2014",1.1825,0.295625,0.886875
"1269","Squid","2015",1.1825,0.295625,0.886875
"1270","Squid","2016",1.16,0.29,0.87
"1271","Squid","2017",1.185,0.29625,0.88875
"1272","Squid","2018",1.1833953685,0.295848842125,0.887546526375
"1273","Squid","2019",1.18737555425,0.2968438885625,0.8905316656875
"1274","Squid","2020",1.20415842925,0.3010396073125,0.9031188219375
"1275","Squid","2021",1.24355803275,0.3108895081875,0.9326685245625
"1276","Stargazer","2008",1.08,0.27,0.81
"1277","Stargazer","2009",1.08,0.27,0.81
"1278","Stargazer","2010",1.30625,0.3265625,0.9796875
"1279","Stargazer","2011",1.27625,0.3190625,0.9571875
"1280","Stargazer","2012",1.26625,0.3165625,0.9496875
"1281","Stargazer","2013",1.3,0.325,0.975
"1282","Stargazer","2014",1.2925,0.323125,0.969375
"1283","Stargazer","2015",1.19375,0.2984375,0.8953125
"1284","Stargazer","2016",1.21875,0.3046875,0.9140625
"1285","Stargazer","2017",1.21875,0.3046875,0.9140625
"1286","Stargazer","2018",1.15845076325,0.2896126908125,0.8688380724375
"1287","Stargazer","2019",1.245222586375,0.31130564659375,0.93391693978125
"1288","Stargazer","2020",1.335151301,0.33378782525,1.00136347575
"1289","Stargazer","2021",1.812024737,0.45300618425,1.35901855275
"1290","Surf Clam   Deepwater Tuatua","2008",0.7,0.175,0.525
"1291","Surf Clam   Deepwater Tuatua","2009",0.7,0.175,0.525
"1292","Surf Clam   Deepwater Tuatua","2010",0.84,0.21,0.63
"1293","Surf Clam   Deepwater Tuatua","2011",0.84,0.21,0.63
"1294","Surf Clam   Deepwater Tuatua","2012",0.83,0.2075,0.6225
"1295","Surf Clam   Deepwater Tuatua","2013",0.83,0.2075,0.6225
"1296","Surf Clam   Deepwater Tuatua","2014",0.83,0.2075,0.6225
"1297","Surf Clam   Deepwater Tuatua","2015",0.83,0.2075,0.6225
"1298","Surf Clam   Deepwater Tuatua","2016",0.83,0.2075,0.6225
"1299","Surf Clam   Deepwater Tuatua","2017",0.83,0.2075,0.6225
"1300","Surf Clam   Deepwater Tuatua","2018",0.83,0.2075,0.6225
"1301","Surf Clam   Deepwater Tuatua","2019",0.83,0.2075,0.6225
"1302","Surf Clam   Deepwater Tuatua","2020",0.83,0.2075,0.6225
"1303","Surf Clam   Deepwater Tuatua","2021",1.45625,0.3640625,1.0921875
"1304","Surf Clam   frilled venus","2008",3.2,0.8,2.4
"1305","Surf Clam   frilled venus","2009",3.2,0.8,2.4
"1306","Surf Clam   frilled venus","2010",3.86,0.965,2.895
"1307","Surf Clam   frilled venus","2011",3.87,0.9675,2.9025
"1308","Surf Clam   frilled venus","2012",3.84,0.96,2.88
"1309","Surf Clam   frilled venus","2013",3.84,0.96,2.88
"1310","Surf Clam   frilled venus","2014",3.84,0.96,2.88
"1311","Surf Clam   frilled venus","2015",3.84,0.96,2.88
"1312","Surf Clam   frilled venus","2016",3.84,0.96,2.88
"1313","Surf Clam   frilled venus","2017",3.84,0.96,2.88
"1314","Surf Clam   frilled venus","2018",3.84,0.96,2.88
"1315","Surf Clam   frilled venus","2019",3.84,0.96,2.88
"1316","Surf Clam   frilled venus","2020",3.84,0.96,2.88
"1317","Surf Clam   frilled venus","2021",3.84,0.96,2.88
"1318","Surf Clam   large trough shell","2008",0.7,0.175,0.525
"1319","Surf Clam   large trough shell","2009",0.7,0.175,0.525
"1320","Surf Clam   large trough shell","2010",0.84,0.21,0.63
"1321","Surf Clam   large trough shell","2011",0.84,0.21,0.63
"1322","Surf Clam   large trough shell","2012",0.83,0.2075,0.6225
"1323","Surf Clam   large trough shell","2013",0.83,0.2075,0.6225
"1324","Surf Clam   large trough shell","2014",0.83,0.2075,0.6225
"1325","Surf Clam   large trough shell","2015",0.83,0.2075,0.6225
"1326","Surf Clam   large trough shell","2016",0.83,0.2075,0.6225
"1327","Surf Clam   large trough shell","2017",0.83,0.2075,0.6225
"1328","Surf Clam   large trough shell","2018",0.83,0.2075,0.6225
"1329","Surf Clam   large trough shell","2019",0.83,0.2075,0.6225
"1330","Surf Clam   large trough shell","2020",1.070474563125,0.26761864078125,0.80285592234375
"1331","Surf Clam   large trough shell","2021",1.58125,0.3953125,1.1859375
"1332","Surf Clam   ringed dosinia","2008",2.6,0.65,1.95
"1333","Surf Clam   ringed dosinia","2009",2.6,0.65,1.95
"1334","Surf Clam   ringed dosinia","2010",3.14,0.785,2.355
"1335","Surf Clam   ringed dosinia","2011",3.15,0.7875,2.3625
"1336","Surf Clam   ringed dosinia","2012",3.13,0.7825,2.3475
"1337","Surf Clam   ringed dosinia","2013",3.13,0.7825,2.3475
"1338","Surf Clam   ringed dosinia","2014",3.13,0.7825,2.3475
"1339","Surf Clam   ringed dosinia","2015",3.13,0.7825,2.3475
"1340","Surf Clam   ringed dosinia","2016",3.13,0.7825,2.3475
"1341","Surf Clam   ringed dosinia","2017",3.13,0.7825,2.3475
"1342","Surf Clam   ringed dosinia","2018",3.13,0.7825,2.3475
"1343","Surf Clam   ringed dosinia","2019",3.13,0.7825,2.3475
"1344","Surf Clam   ringed dosinia","2020",3.13,0.7825,2.3475
"1345","Surf Clam   ringed dosinia","2021",2.92625,0.7315625,2.1946875
"1346","Surf Clam   silky dosinia","2008",2.4,0.6,1.8
"1347","Surf Clam   silky dosinia","2009",2.4,0.6,1.8
"1348","Surf Clam   silky dosinia","2010",2.9,0.725,2.175
"1349","Surf Clam   silky dosinia","2011",2.91,0.7275,2.1825
"1350","Surf Clam   silky dosinia","2012",2.89,0.7225,2.1675
"1351","Surf Clam   silky dosinia","2013",2.89,0.7225,2.1675
"1352","Surf Clam   silky dosinia","2014",2.89,0.7225,2.1675
"1353","Surf Clam   silky dosinia","2015",2.89,0.7225,2.1675
"1354","Surf Clam   silky dosinia","2016",2.89,0.7225,2.1675
"1355","Surf Clam   silky dosinia","2017",2.89,0.7225,2.1675
"1356","Surf Clam   silky dosinia","2018",2.89,0.7225,2.1675
"1357","Surf Clam   silky dosinia","2019",2.89,0.7225,2.1675
"1358","Surf Clam   silky dosinia","2020",2.89,0.7225,2.1675
"1359","Surf Clam   silky dosinia","2021",2.89,0.7225,2.1675
"1360","Surf Clam   triangle shell","2008",0.7,0.175,0.525
"1361","Surf Clam   triangle shell","2009",0.7,0.175,0.525
"1362","Surf Clam   triangle shell","2010",0.84,0.21,0.63
"1363","Surf Clam   triangle shell","2011",0.84,0.21,0.63
"1364","Surf Clam   triangle shell","2012",0.83,0.2075,0.6225
"1365","Surf Clam   triangle shell","2013",0.83,0.2075,0.6225
"1366","Surf Clam   triangle shell","2014",0.83,0.2075,0.6225
"1367","Surf Clam   triangle shell","2015",0.83,0.2075,0.6225
"1368","Surf Clam   triangle shell","2016",0.83,0.2075,0.6225
"1369","Surf Clam   triangle shell","2017",0.83,0.2075,0.6225
"1370","Surf Clam   triangle shell","2018",0.83,0.2075,0.6225
"1371","Surf Clam   triangle shell","2019",0.83,0.2075,0.6225
"1372","Surf Clam   triangle shell","2020",0.83,0.2075,0.6225
"1373","Surf Clam   triangle shell","2021",1.45625,0.3640625,1.0921875
"1374","Surf Clam   trough shell","2008",1.7,0.425,1.275
"1375","Surf Clam   trough shell","2009",1.7,0.425,1.275
"1376","Surf Clam   trough shell","2010",2.05,0.5125,1.5375
"1377","Surf Clam   trough shell","2011",2.06,0.515,1.545
"1378","Surf Clam   trough shell","2012",2.04,0.51,1.53
"1379","Surf Clam   trough shell","2013",2.04,0.51,1.53
"1380","Surf Clam   trough shell","2014",2.04,0.51,1.53
"1381","Surf Clam   trough shell","2015",2.04,0.51,1.53
"1382","Surf Clam   trough shell","2016",2.04,0.51,1.53
"1383","Surf Clam   trough shell","2017",2.04,0.51,1.53
"1384","Surf Clam   trough shell","2018",2.04,0.51,1.53
"1385","Surf Clam   trough shell","2019",2.04,0.51,1.53
"1386","Surf Clam   trough shell","2020",2.04,0.51,1.53
"1387","Surf Clam   trough shell","2021",2.04,0.51,1.53
"1388","Tarakihi","2008",2.8875,0.721875,2.165625
"1389","Tarakihi","2009",2.8875,0.721875,2.165625
"1390","Tarakihi","2010",2.85125,0.7128125,2.1384375
"1391","Tarakihi","2011",3.045,0.76125,2.28375
"1392","Tarakihi","2012",2.9725,0.743125,2.229375
